,name,states
3017,Jefferson,Nebraska
514,Johnson,Nebraska
1330,Kearney,Nebraska
1440,Keith,Nebraska
113,Keya Paha,Nebraska
387,Kimball,Nebraska
592,Knox,Nebraska
699,Lancaster,Nebraska
2273,Lincoln,Nebraska
1121,Logan,Nebraska
1652,Loup,Nebraska
2943,Madison,Nebraska
1821,McPherson,Nebraska
2275,Merrick,Nebraska
3109,Morrill,Nebraska
2672,Nance,Nebraska
2247,Nemaha,Nebraska
2677,Nuckolls,Nebraska
2365,Otoe,Nebraska
1381,Pawnee,Nebraska
1186,Perkins,Nebraska
701,Phelps,Nebraska
1577,Pierce,Nebraska
1231,Platte,Nebraska
28,Polk,Nebraska
2487,Red Willow,Nebraska
1872,Richardson,Nebraska
2946,Rock,Nebraska
830,Saline,Nebraska
1261,Sarpy,Nebraska
1497,Saunders,Nebraska
2240,Scotts Bluff,Nebraska
1284,Seward,Nebraska
1122,Sheridan,Nebraska
3063,Sherman,Nebraska
2493,Sioux,Nebraska
1392,Stanton,Nebraska
1300,Thayer,Nebraska
2562,Thomas,Nebraska
861,Thurston,Nebraska
1642,Valley,Nebraska
1167,Washington,Nebraska
1914,Wayne,Nebraska
1996,Webster,Nebraska
2854,Wheeler,Nebraska
665,York,Nebraska
1228,Carson City,Nevada
1995,Churchill,Nevada
1664,Clark,Nevada
2138,Douglas,Nevada
1259,Elko,Nevada
2763,Esmeralda,Nevada
51,Eureka,Nevada
2230,Humboldt,Nevada
2502,Lander,Nevada
913,Lincoln,Nevada
1123,Lyon,Nevada
2359,Mineral,Nevada
725,Nye,Nevada
334,Pershing,Nevada
1394,Storey,Nevada
1273,Washoe,Nevada
1223,White Pine,Nevada
1187,Belknap,New Hampshire
656,Carroll,New Hampshire
2131,Cheshire,New Hampshire
2379,Coos,New Hampshire
1085,Grafton,New Hampshire
1274,Hillsborough,New Hampshire
2723,Merrimack,New Hampshire
2745,Rockingham,New Hampshire
2439,Strafford,New Hampshire
2127,Sullivan,New Hampshire
2674,Atlantic,New Jersey
2186,Bergen,New Jersey
2025,Burlington,New Jersey
2002,Camden,New Jersey
2591,Cape May,New Jersey
1618,Cumberland,New Jersey
444,Essex,New Jersey
779,Gloucester,New Jersey
1824,Hudson,New Jersey
3222,Hunterdon,New Jersey
1309,Mercer,New Jersey
1227,Middlesex,New Jersey
645,Monmouth,New Jersey
443,Morris,New Jersey
1836,Ocean,New Jersey
2534,Passaic,New Jersey
2762,Salem,New Jersey
1487,Somerset,New Jersey
2448,Sussex,New Jersey
979,Union,New Jersey
1866,Warren,New Jersey
1875,Bernalillo,New Mexico
354,Catron,New Mexico
2199,Chaves,New Mexico
3033,Cibola,New Mexico
2472,Colfax,New Mexico
410,Curry,New Mexico
954,De Baca,New Mexico
145,Doña Ana,New Mexico
2267,Eddy,New Mexico
389,Grant,New Mexico
1847,Guadalupe,New Mexico
274,Harding,New Mexico
2145,Hidalgo,New Mexico
450,Lea,New Mexico
1600,Lincoln,New Mexico
282,Los Alamos,New Mexico
1502,Luna,New Mexico
73,McKinley,New Mexico
283,Mora,New Mexico
2678,Otero,New Mexico
1754,Quay,New Mexico
907,Rio Arriba,New Mexico
2279,Roosevelt,New Mexico
770,San Juan,New Mexico
242,San Miguel,New Mexico
2929,Sandoval,New Mexico
575,Santa Fe,New Mexico
2098,Sierra,New Mexico
1236,Socorro,New Mexico
2924,Taos,New Mexico
308,Torrance,New Mexico
1542,Union,New Mexico
1307,Valencia,New Mexico
1331,Albany,New York
478,Allegany,New York
2552,Bronx,New York
2422,Broome,New York
2413,Cattaraugus,New York
844,Cayuga,New York
2077,Chautauqua,New York
190,Chemung,New York
578,Chenango,New York
498,Clinton,New York
1285,Columbia,New York
1583,Cortland,New York
1174,Delaware,New York
1206,Dutchess,New York
2724,Erie,New York
1087,Essex,New York
1051,Franklin,New York
2084,Fulton,New York
561,Genesee,New York
1564,Greene,New York
489,Hamilton,New York
1463,Herkimer,New York
2380,Jefferson,New York
2751,Kings,New York
2486,Lewis,New York
2663,Livingston,New York
3041,Madison,New York
2970,Monroe,New York
1384,Montgomery,New York
1807,Nassau,New York
3201,New York,New York
2524,Niagara,New York
1845,Oneida,New York
1751,Onondaga,New York
2043,Ontario,New York
3004,Orange,New York
1268,Orleans,New York
3130,Oswego,New York
3144,Otsego,New York
520,Putnam,New York
2861,Queens,New York
1504,Rensselaer,New York
50,Richmond,New York
2326,Rockland,New York
2451,Saratoga,New York
949,Schenectady,New York
2180,Schoharie,New York
1789,Schuyler,New York
909,Seneca,New York
369,St. Lawrence,New York
1441,Steuben,New York
2913,Suffolk,New York
2406,Sullivan,New York
1961,Tioga,New York
386,Tompkins,New York
964,Ulster,New York
847,Warren,New York
2033,Washington,New York
447,Wayne,New York
40,Westchester,New York
1048,Wyoming,New York
430,Yates,New York
3122,Alamance,North Carolina
3150,Alexander,North Carolina
2807,Alleghany,North Carolina
1249,Anson,North Carolina
94,Ashe,North Carolina
2476,Avery,North Carolina
610,Beaufort,North Carolina
543,Bertie,North Carolina
1840,Bladen,North Carolina
2775,Brunswick,North Carolina
587,Buncombe,North Carolina
3197,Burke,North Carolina
125,Cabarrus,North Carolina
2351,Caldwell,North Carolina
385,Camden,North Carolina
1461,Carteret,North Carolina
1816,Caswell,North Carolina
423,Catawba,North Carolina
1888,Chatham,North Carolina
1841,Cherokee,North Carolina
1421,Chowan,North Carolina
1535,Clay,North Carolina
2384,Cleveland,North Carolina
951,Columbus,North Carolina
3059,Craven,North Carolina
1902,Cumberland,North Carolina
2529,Currituck,North Carolina
2782,Dare,North Carolina
1997,Davidson,North Carolina
1735,Davie,North Carolina
173,Duplin,North Carolina
236,Durham,North Carolina
1855,Edgecombe,North Carolina
2935,Forsyth,North Carolina
2349,Franklin,North Carolina
2965,Gaston,North Carolina
869,Gates,North Carolina
157,Graham,North Carolina
1356,Granville,North Carolina
3188,Greene,North Carolina
1382,Guilford,North Carolina
270,Halifax,North Carolina
1837,Harnett,North Carolina
295,Haywood,North Carolina
1650,Henderson,North Carolina
532,Hertford,North Carolina
984,Hoke,North Carolina
2284,Hyde,North Carolina
2402,Iredell,North Carolina
3068,Jackson,North Carolina
773,Johnston,North Carolina
1057,Jones,North Carolina
882,Lee,North Carolina
1929,Lenoir,North Carolina
1316,Lincoln,North Carolina
1495,Macon,North Carolina
115,Madison,North Carolina
1423,Martin,North Carolina
2310,McDowell,North Carolina
1731,Mecklenburg,North Carolina
2420,Mitchell,North Carolina
349,Montgomery,North Carolina
1353,Moore,North Carolina
2099,Nash,North Carolina
3076,New Hanover,North Carolina
2690,Northampton,North Carolina
182,Onslow,North Carolina
515,Orange,North Carolina
3046,Pamlico,North Carolina
1690,Pasquotank,North Carolina
431,Pender,North Carolina
1270,Perquimans,North Carolina
826,Person,North Carolina
66,Pitt,North Carolina
2956,Polk,North Carolina
2121,Randolph,North Carolina
837,Richmond,North Carolina
601,Robeson,North Carolina
2769,Rockingham,North Carolina
2691,Rowan,North Carolina
2949,Rutherford,North Carolina
1915,Sampson,North Carolina
2282,Scotland,North Carolina
1958,Stanly,North Carolina
1798,Stokes,North Carolina
214,Surry,North Carolina
1348,Swain,North Carolina
99,Transylvania,North Carolina
1602,Tyrrell,North Carolina
435,Union,North Carolina
2895,Vance,North Carolina
76,Wake,North Carolina
2037,Warren,North Carolina
3055,Washington,North Carolina
622,Watauga,North Carolina
1510,Wayne,North Carolina
730,Wilkes,North Carolina
2051,Wilson,North Carolina
1151,Yadkin,North Carolina
74,Yancey,North Carolina
1580,Adams,North Dakota
485,Barnes,North Dakota
129,Benson,North Dakota
3057,Billings,North Dakota
250,Bottineau,North Dakota
727,Bowman,North Dakota
2908,Burke,North Dakota
2362,Burleigh,North Dakota
163,Cass,North Dakota
2489,Cavalier,North Dakota
2797,Dickey,North Dakota
1574,Divide,North Dakota
459,Dunn,North Dakota
3226,Eddy,North Dakota
2253,Emmons,North Dakota
2839,Foster,North Dakota
1753,Golden Valley,North Dakota
1202,Grand Forks,North Dakota
1499,Grant,North Dakota
37,Griggs,North Dakota
1992,Hettinger,North Dakota
1344,Kidder,North Dakota
620,LaMoure,North Dakota
264,Logan,North Dakota
141,McHenry,North Dakota
2036,McIntosh,North Dakota
2516,McKenzie,North Dakota
2610,McLean,North Dakota
12,Mercer,North Dakota
204,Morton,North Dakota
2272,Mountrail,North Dakota
3155,Nelson,North Dakota
2875,Oliver,North Dakota
56,Pembina,North Dakota
2662,Pierce,North Dakota
2005,Ramsey,North Dakota
2307,Ransom,North Dakota
1165,Renville,North Dakota
3182,Richland,North Dakota
3210,Rolette,North Dakota
2120,Sargent,North Dakota
1464,Sheridan,North Dakota
705,Sioux,North Dakota
398,Slope,North Dakota
990,Stark,North Dakota
1349,Steele,North Dakota
674,Stutsman,North Dakota
788,Towner,North Dakota
393,Traill,North Dakota
2789,Walsh,North Dakota
248,Ward,North Dakota
1920,Wells,North Dakota
2395,Williams,North Dakota
2697,Adams,Ohio
1438,Allen,Ohio
509,Ashland,Ohio
2947,Ashtabula,Ohio
72,Athens,Ohio
1152,Auglaize,Ohio
1634,Belmont,Ohio
3142,Brown,Ohio
703,Butler,Ohio
2195,Carroll,Ohio
3028,Champaign,Ohio
851,Clark,Ohio
795,Clermont,Ohio
1391,Clinton,Ohio
2980,Columbiana,Ohio
3117,Coshocton,Ohio
2246,Crawford,Ohio
2996,Cuyahoga,Ohio
276,Darke,Ohio
2298,Defiance,Ohio
2709,Delaware,Ohio
896,Erie,Ohio
2544,Fairfield,Ohio
476,Fayette,Ohio
2658,Franklin,Ohio
483,Fulton,Ohio
1185,Gallia,Ohio
3086,Geauga,Ohio
2941,Greene,Ohio
1212,Guernsey,Ohio
1409,Hamilton,Ohio
1191,Hancock,Ohio
1752,Hardin,Ohio
1693,Harrison,Ohio
10,Henry,Ohio
2607,Highland,Ohio
623,Hocking,Ohio
1632,Holmes,Ohio
2208,Huron,Ohio
1704,Jackson,Ohio
2423,Jefferson,Ohio
2211,Knox,Ohio
593,Lake,Ohio
1458,Lawrence,Ohio
942,Licking,Ohio
3143,Logan,Ohio
307,Lorain,Ohio
863,Lucas,Ohio
2756,Madison,Ohio
2606,Mahoning,Ohio
2731,Marion,Ohio
1536,Medina,Ohio
1874,Meigs,Ohio
1311,Mercer,Ohio
33,Miami,Ohio
2695,Monroe,Ohio
2519,Montgomery,Ohio
229,Morgan,Ohio
1942,Morrow,Ohio
1800,Muskingum,Ohio
1757,Noble,Ohio
29,Ottawa,Ohio
6,Paulding,Ohio
1833,Perry,Ohio
493,Pickaway,Ohio
2243,Pike,Ohio
2228,Portage,Ohio
1823,Preble,Ohio
2872,Putnam,Ohio
262,Richland,Ohio
1635,Ross,Ohio
1038,Sandusky,Ohio
366,Scioto,Ohio
2661,Seneca,Ohio
1775,Shelby,Ohio
2044,Stark,Ohio
2216,Summit,Ohio
1454,Trumbull,Ohio
512,Tuscarawas,Ohio
2541,Union,Ohio
492,Van Wert,Ohio
2455,Vinton,Ohio
2210,Warren,Ohio
194,Washington,Ohio
615,Wayne,Ohio
936,Williams,Ohio
2885,Wood,Ohio
2676,Wyandot,Ohio
2446,Adair,Oklahoma
1545,Alfalfa,Oklahoma
267,Atoka,Oklahoma
784,Beaver,Oklahoma
1267,Beckham,Oklahoma
3044,Blaine,Oklahoma
1867,Bryan,Oklahoma
17,Caddo,Oklahoma
959,Canadian,Oklahoma
2585,Carter,Oklahoma
2623,Cherokee,Oklahoma
3092,Choctaw,Oklahoma
2671,Cimarron,Oklahoma
2405,Cleveland,Oklahoma
3025,Coal,Oklahoma
2167,Comanche,Oklahoma
2587,Cotton,Oklahoma
422,Craig,Oklahoma
1476,Creek,Oklahoma
2617,Custer,Oklahoma
646,Delaware,Oklahoma
1861,Dewey,Oklahoma
1383,Ellis,Oklahoma
2220,Garfield,Oklahoma
1952,Garvin,Oklahoma
1066,Grady,Oklahoma
796,Grant,Oklahoma
2021,Greer,Oklahoma
39,Harmon,Oklahoma
604,Harper,Oklahoma
940,Haskell,Oklahoma
2458,Hughes,Oklahoma
3060,Jackson,Oklahoma
1398,Jefferson,Oklahoma
2846,Johnston,Oklahoma
1229,Kay,Oklahoma
2202,Kingfisher,Oklahoma
1238,Kiowa,Oklahoma
1521,Latimer,Oklahoma
1150,Le Flore,Oklahoma
2795,Lincoln,Oklahoma
1844,Logan,Oklahoma
3050,Love,Oklahoma
2050,Major,Oklahoma
707,Marshall,Oklahoma
22,Mayes,Oklahoma
1730,McClain,Oklahoma
2809,McCurtain,Oklahoma
2532,McIntosh,Oklahoma
2207,Murray,Oklahoma
2574,Muskogee,Oklahoma
3168,Noble,Oklahoma
3218,Nowata,Oklahoma
2637,Okfuskee,Oklahoma
1594,Oklahoma,Oklahoma
392,Okmulgee,Oklahoma
538,Osage,Oklahoma
976,Ottawa,Oklahoma
1140,Pawnee,Oklahoma
3229,Payne,Oklahoma
2743,Pittsburg,Oklahoma
3162,Pontotoc,Oklahoma
402,Pottawatomie,Oklahoma
1386,Pushmataha,Oklahoma
1049,Roger Mills,Oklahoma
16,Rogers,Oklahoma
396,Seminole,Oklahoma
1889,Sequoyah,Oklahoma
792,Stephens,Oklahoma
2755,Texas,Oklahoma
424,Tillman,Oklahoma
2986,Tulsa,Oklahoma
2620,Wagoner,Oklahoma
995,Washington,Oklahoma
290,Washita,Oklahoma
2825,Woods,Oklahoma
920,Woodward,Oklahoma
1680,Chippewa,Ontario
2685,Baker,Oregon
1550,Benton,Oregon
107,Clackamas,Oregon
232,Clatsop,Oregon
756,Columbia,Oregon
2592,Coos,Oregon
358,Crook,Oregon
2768,Curry,Oregon
2512,Deschutes,Oregon
288,Douglas,Oregon
1595,Gilliam,Oregon
1218,Grant,Oregon
3062,Harney,Oregon
294,Hood River,Oregon
971,Jackson,Oregon
1987,Jefferson,Oregon
763,Josephine,Oregon
2001,Klamath,Oregon
271,Lake,Oregon
1924,Lane,Oregon
759,Lincoln,Oregon
497,Linn,Oregon
2383,Malheur,Oregon
2922,Marion,Oregon
965,Morrow,Oregon
2632,Polk,Oregon
1859,Sherman,Oregon
1813,Tillamook,Oregon
1647,Umatilla,Oregon
2715,Union,Oregon
2223,Wallowa,Oregon
181,Wasco,Oregon
1886,Washington,Oregon
35,Wheeler,Oregon
1871,Yamhill,Oregon
1826,Orocovis,Orocovis
1830,Patillas,Patillas
789,Adams,Pennsylvania
1419,Allegheny,Pennsylvania
1184,Armstrong,Pennsylvania
1076,Beaver,Pennsylvania
137,Bedford,Pennsylvania
3039,Berks,Pennsylvania
2278,Blair,Pennsylvania
2590,Bradford,Pennsylvania
1168,Bucks,Pennsylvania
2579,Butler,Pennsylvania
1581,Cambria,Pennsylvania
251,Cameron,Pennsylvania
3067,Carbon,Pennsylvania
2652,Centre,Pennsylvania
49,Chester,Pennsylvania
2689,Clarion,Pennsylvania
977,Clearfield,Pennsylvania
2473,Clinton,Pennsylvania
140,Columbia,Pennsylvania
1177,Crawford,Pennsylvania
326,Cumberland,Pennsylvania
2227,Dauphin,Pennsylvania
2315,Delaware,Pennsylvania
291,Elk,Pennsylvania
650,Erie,Pennsylvania
2957,Fayette,Pennsylvania
223,Forest,Pennsylvania
2644,Franklin,Pennsylvania
1562,Fulton,Pennsylvania
1667,Greene,Pennsylvania
391,Huntingdon,Pennsylvania
2915,Indiana,Pennsylvania
1676,Jefferson,Pennsylvania
1597,Juniata,Pennsylvania
3047,Lackawanna,Pennsylvania
3001,Lancaster,Pennsylvania
2812,Lawrence,Pennsylvania
2083,Lebanon,Pennsylvania
449,Lehigh,Pennsylvania
572,Luzerne,Pennsylvania
1640,Lycoming,Pennsylvania
1387,McKean,Pennsylvania
998,Mercer,Pennsylvania
311,Mifflin,Pennsylvania
2834,Monroe,Pennsylvania
442,Montgomery,Pennsylvania
2312,Montour,Pennsylvania
2642,Northampton,Pennsylvania
2714,Northumberland,Pennsylvania
246,Perry,Pennsylvania
3146,Philadelphia,Pennsylvania
2546,Pike,Pennsylvania
2200,Potter,Pennsylvania
3160,Schuylkill,Pennsylvania
2687,Snyder,Pennsylvania
531,Somerset,Pennsylvania
859,Sullivan,Pennsylvania
2331,Susquehanna,Pennsylvania
227,Tioga,Pennsylvania
1429,Union,Pennsylvania
1772,Venango,Pennsylvania
2977,Warren,Pennsylvania
939,Washington,Pennsylvania
1895,Wayne,Pennsylvania
1437,Westmoreland,Pennsylvania
1111,Wyoming,Pennsylvania
2048,York,Pennsylvania
3045,Ponce,Ponce
1370,Ceiba,Puerto Rico
2238,Culebra,Puerto Rico
3,Fajardo,Puerto Rico
2817,Guánica,Puerto Rico
1021,Loíza,Puerto Rico
2559,Quebradillas,Quebradillas
2330,Bristol,Rhode Island
814,Kent,Rhode Island
1985,Newport,Rhode Island
1946,Providence,Rhode Island
2719,Washington,Rhode Island
47,Rincón,Rincón
2024,Rota,Rota Island
1522,Río Grande,Río Grande
2912,Sabana Grande,Sabana Grande
1530,Saipan,Saipan
1328,Salinas,Salinas
3087,San Germán,San Germán
2570,San Juan,San Juan
2397,San Lorenzo,San Lorenzo
798,San Sebastián,San Sebastián
833,Santa Isabel,Santa Isabel
1145,Abbeville,South Carolina
852,Aiken,South Carolina
1156,Allendale,South Carolina
1472,Anderson,South Carolina
2248,Bamberg,South Carolina
1069,Barnwell,South Carolina
2600,Beaufort,South Carolina
1207,Berkeley,South Carolina
2668,Calhoun,South Carolina
2851,Charleston,South Carolina
2858,Cherokee,South Carolina
3013,Chester,South Carolina
952,Chesterfield,South Carolina
565,Clarendon,South Carolina
898,Colleton,South Carolina
1909,Darlington,South Carolina
925,Dillon,South Carolina
3145,Dorchester,South Carolina
2174,Edgefield,South Carolina
671,Fairfield,South Carolina
874,Florence,South Carolina
1431,Georgetown,South Carolina
1246,Greenville,South Carolina
128,Greenwood,South Carolina
1964,Hampton,South Carolina
1039,Horry,South Carolina
2090,Jasper,South Carolina
2153,Kershaw,South Carolina
786,Lancaster,South Carolina
2261,Laurens,South Carolina
2189,Lee,South Carolina
2823,Lexington,South Carolina
893,Marion,South Carolina
2584,Marlboro,South Carolina
2205,McCormick,South Carolina
997,Newberry,South Carolina
1271,Oconee,South Carolina
2162,Orangeburg,South Carolina
630,Pickens,South Carolina
932,Richland,South Carolina
1199,Saluda,South Carolina
2400,Spartanburg,South Carolina
1379,Sumter,South Carolina
3213,Union,South Carolina
122,Williamsburg,South Carolina
208,York,South Carolina
546,Aurora,South Dakota
1371,Beadle,South Dakota
416,Bennett,South Dakota
299,Bon Homme,South Dakota
438,Brookings,South Dakota
280,Brown,South Dakota
1453,Brule,South Dakota
911,Buffalo,South Dakota
3102,Butte,South Dakota
1944,Campbell,South Dakota
3220,Charles Mix,South Dakota
2007,Clark,South Dakota
1007,Clay,South Dakota
1376,Codington,South Dakota
2549,Corson,South Dakota
2396,Custer,South Dakota
1605,Davison,South Dakota
466,Day,South Dakota
1198,Deuel,South Dakota
1576,Dewey,South Dakota
596,Douglas,South Dakota
2429,Edmunds,South Dakota
1410,Fall River,South Dakota
2765,Faulk,South Dakota
1534,Grant,South Dakota
1178,Gregory,South Dakota
3159,Haakon,South Dakota
3206,Hamlin,South Dakota
86,Hand,South Dakota
2385,Hanson,South Dakota
2274,Harding,South Dakota
1633,Hughes,South Dakota
1893,Hutchinson,South Dakota
667,Hyde,South Dakota
752,Jackson,South Dakota
240,Jerauld,South Dakota
3056,Jones,South Dakota
845,Kingsbury,South Dakota
1815,Lake,South Dakota
718,Lawrence,South Dakota
1965,Lincoln,South Dakota
3169,Lyman,South Dakota
2551,Marshall,South Dakota
3021,McCook,South Dakota
1765,McPherson,South Dakota
1298,Meade,South Dakota
445,Mellette,South Dakota
1898,Miner,South Dakota
2106,Minnehaha,South Dakota
359,Moody,South Dakota
3108,Oglala Lakota,South Dakota
2176,Pennington,South Dakota
548,Perkins,South Dakota
663,Potter,South Dakota
1385,Roberts,South Dakota
2892,Sanborn,South Dakota
1058,Spink,South Dakota
899,Stanley,South Dakota
1559,Sully,South Dakota
1494,Todd,South Dakota
1882,Tripp,South Dakota
425,Turner,South Dakota
1529,Union,South Dakota
2586,Walworth,South Dakota
2712,Yankton,South Dakota
1552,Ziebach,South Dakota
1239,St. Croix,St. Croix
53,St. John,St. John
3124,St. Thomas,St. Thomas
935,Anderson,Tennessee
2456,Bedford,Tennessee
2088,Benton,Tennessee
1283,Bledsoe,Tennessee
729,Blount,Tennessee
3191,Bradley,Tennessee
2112,Campbell,Tennessee
2328,Cannon,Tennessee
503,Carroll,Tennessee
500,Carter,Tennessee
589,Cheatham,Tennessee
2928,Chester,Tennessee
2740,Claiborne,Tennessee
3018,Clay,Tennessee
2412,Cocke,Tennessee
3179,Coffee,Tennessee
938,Crockett,Tennessee
1024,Cumberland,Tennessee
666,Davidson,Tennessee
484,DeKalb,Tennessee
808,Decatur,Tennessee
3177,Dickson,Tennessee
2548,Dyer,Tennessee
947,Fayette,Tennessee
460,Fentress,Tennessee
2660,Franklin,Tennessee
1745,Fulton,Tennessee
944,Gibson,Tennessee
2265,Giles,Tennessee
3081,Grainger,Tennessee
1590,Greene,Tennessee
368,Grundy,Tennessee
3002,Hamblen,Tennessee
2900,Hamilton,Tennessee
1355,Hardeman,Tennessee
892,Hardin,Tennessee
726,Hawkins,Tennessee
1685,Haywood,Tennessee
201,Henderson,Tennessee
3174,Henry,Tennessee
2802,Hickman,Tennessee
508,Houston,Tennessee
1702,Humphreys,Tennessee
1911,Jackson,Tennessee
2804,Jefferson,Tennessee
81,Johnson,Tennessee
1603,Knox,Tennessee
117,Lauderdale,Tennessee
1336,Lawrence,Tennessee
2784,Lewis,Tennessee
664,Lincoln,Tennessee
2686,Loudon,Tennessee
1469,Macon,Tennessee
2890,Madison,Tennessee
1658,Marion,Tennessee
571,Marshall,Tennessee
945,Maury,Tennessee
154,McMinn,Tennessee
335,McNairy,Tennessee
1405,Meigs,Tennessee
1,Monroe,Tennessee
168,Montgomery,Tennessee
1697,Moore,Tennessee
2108,Morgan,Tennessee
2288,Obion,Tennessee
1498,Overton,Tennessee
883,Perry,Tennessee
3211,Pickett,Tennessee
2753,Polk,Tennessee
2460,Putnam,Tennessee
2414,Rhea,Tennessee
406,Roane,Tennessee
2853,Robertson,Tennessee
1317,Rutherford,Tennessee
696,Scott,Tennessee
1243,Sequatchie,Tennessee
329,Sevier,Tennessee
661,Shelby,Tennessee
2454,Smith,Tennessee
2028,Stewart,Tennessee
1347,Sullivan,Tennessee
1673,Sumner,Tennessee
2881,Tipton,Tennessee
970,Trousdale,Tennessee
1831,Unicoi,Tennessee
27,Union,Tennessee
507,Van Buren,Tennessee
2015,Warren,Tennessee
1806,Washington,Tennessee
1011,Wayne,Tennessee
1047,Weakley,Tennessee
1890,White,Tennessee
1951,Williamson,Tennessee
1854,Wilson,Tennessee
2673,Anderson,Texas
499,Andrews,Texas
481,Angelina,Texas
2020,Aransas,Texas
2513,Archer,Texas
700,Armstrong,Texas
1738,Atascosa,Texas
2319,Austin,Texas
2523,Bailey,Texas
1666,Bandera,Texas
1148,Bastrop,Texas
179,Baylor,Texas
1758,Bee,Texas
710,Bell,Texas
1558,Bexar,Texas
1068,Blanco,Texas
2874,Borden,Texas
803,Bosque,Texas
2136,Bowie,Texas
1040,Brazoria,Texas
1665,Brazos,Texas
585,Brewster,Texas
245,Briscoe,Texas
303,Brooks,Texas
654,Brown,Texas
1295,Burleson,Texas
2398,Burnet,Texas
2707,Caldwell,Texas
1192,Calhoun,Texas
1768,Callahan,Texas
473,Cameron,Texas
1397,Camp,Texas
399,Carson,Texas
1943,Cass,Texas
928,Castro,Texas
906,Chambers,Texas
777,Cherokee,Texas
3186,Childress,Texas
2788,Clay,Texas
1017,Cochran,Texas
64,Coke,Texas
490,Coleman,Texas
2518,Collin,Texas
3172,Collingsworth,Texas
1373,Colorado,Texas
133,Comal,Texas
2726,Comanche,Texas
1609,Concho,Texas
528,Cooke,Texas
131,Coryell,Texas
1500,Cottle,Texas
247,Crane,Texas
1868,Crockett,Texas
2567,Crosby,Texas
3200,Culberson,Texas
1023,Dallam,Texas
1973,Dallas,Texas
2268,Dawson,Texas
1447,DeWitt,Texas
780,Deaf Smith,Texas
825,Delta,Texas
1407,Denton,Texas
1053,Dickens,Texas
360,Dimmit,Texas
2952,Donley,Texas
2377,Duval,Texas
1318,Eastland,Texas
185,Ector,Texas
1570,Edwards,Texas
2079,El Paso,Texas
296,Ellis,Texas
2583,Erath,Texas
1928,Falls,Texas
2226,Fannin,Texas
3141,Fayette,Texas
1607,Fisher,Texas
1566,Floyd,Texas
741,Foard,Texas
379,Fort Bend,Texas
2255,Franklin,Texas
550,Freestone,Texas
2490,Frio,Texas
2931,Gaines,Texas
3048,Galveston,Texas
1917,Garza,Texas
2757,Gillespie,Texas
3173,Glasscock,Texas
2545,Goliad,Texas
2558,Gonzales,Texas
524,Gray,Texas
2682,Grayson,Texas
340,Gregg,Texas
3181,Grimes,Texas
749,Guadalupe,Texas
1887,Hale,Texas
1393,Hall,Texas
463,Hamilton,Texas
552,Hansford,Texas
2975,Hardeman,Texas
2303,Hardin,Texas
864,Harris,Texas
612,Harrison,Texas
3231,Hartley,Texas
2285,Haskell,Texas
504,Hays,Texas
3027,Hemphill,Texas
1703,Henderson,Texas
711,Hidalgo,Texas
193,Hill,Texas
3228,Hockley,Texas
1725,Hood,Texas
1683,Hopkins,Texas
2580,Houston,Texas
1190,Howard,Texas
1587,Hudspeth,Texas
1269,Hunt,Texas
577,Hutchinson,Texas
2958,Irion,Texas
991,Jack,Texas
2152,Jackson,Texas
2636,Jasper,Texas
2410,Jeff Davis,Texas
2113,Jefferson,Texas
3129,Jim Hogg,Texas
1778,Jim Wells,Texas
1695,Johnson,Texas
2403,Jones,Texas
994,Karnes,Texas
3151,Kaufman,Texas
2251,Kendall,Texas
1169,Kenedy,Texas
451,Kent,Texas
357,Kerr,Texas
82,Kimble,Texas
676,King,Texas
2361,Kinney,Texas
2595,Kleberg,Texas
2937,Knox,Texas
84,La Salle,Texas
607,Lamar,Texas
2985,Lamb,Texas
1425,Lampasas,Texas
1172,Lavaca,Texas
2746,Lee,Texas
9,Leon,Texas
3192,Liberty,Texas
317,Limestone,Texas
2725,Lipscomb,Texas
1734,Live Oak,Texas
1436,Llano,Texas
452,Loving,Texas
156,Lubbock,Texas
983,Lynn,Texas
1395,Madison,Texas
2750,Marion,Texas
735,Martin,Texas
2781,Mason,Texas
1508,Matagorda,Texas
2818,Maverick,Texas
2868,McCulloch,Texas
116,McLennan,Texas
1678,McMullen,Texas
2483,Medina,Texas
2556,Menard,Texas
278,Midland,Texas
310,Milam,Texas
721,Mills,Texas
304,Mitchell,Texas
1957,Montague,Texas
1777,Montgomery,Texas
1176,Moore,Texas
90,Morris,Texas
1701,Motley,Texas
1244,Nacogdoches,Texas
887,Navarro,Texas
1883,Newton,Texas
2904,Nolan,Texas
1503,Nueces,Texas
1795,Ochiltree,Texas
2918,Oldham,Texas
225,Orange,Texas
557,Palo Pinto,Texas
3230,Panola,Texas
1900,Parker,Texas
1350,Parmer,Texas
2488,Pecos,Texas
1134,Polk,Texas
1465,Potter,Texas
2149,Presidio,Texas
207,Rains,Texas
491,Randall,Texas
836,Reagan,Texas
628,Real,Texas
2424,Red River,Texas
2631,Reeves,Texas
3126,Refugio,Texas
2887,Roberts,Texas
332,Robertson,Texas
4,Rockwall,Texas
551,Runnels,Texas
1687,Rusk,Texas
2803,Sabine,Texas
67,San Augustine,Texas
2250,San Jacinto,Texas
2215,San Patricio,Texas
1978,San Saba,Texas
233,Schleicher,Texas
910,Scurry,Texas
1100,Shackelford,Texas
642,Shelby,Texas
1736,Sherman,Texas
580,Smith,Texas
3208,Somervell,Texas
1411,Starr,Texas
